elapsed_s,unix_ts,arduino_ms,sound_amp,tip_count,last_tip_dt_ms,reed_state,bucket_rate_mm_hr,mic_db_unfiltered,mic_db_filtered
0.0,1771205069.6634986,756546,129,1,0,1,40000.0,42.21179420598497,42.21179420598497
0.0,1771205069.6634986,756596,129,1,0,1,0.0,42.21179420598497,42.21179420598497
0.0,1771205069.6634986,756646,128,1,0,1,0.0,42.14419939295737,42.18926260164244
0.0,1771205069.6634986,756696,134,1,0,1,0.0,42.542095967296156,42.27747094305587
0.0,1771205069.6634986,756746,130,1,0,1,0.0,42.27886704613674,42.277750163672046
0.0,1771205069.6634986,756796,128,1,0,1,0.0,42.14419939295737,42.255491701886264
0.0,1771205069.6634986,756846,127,1,0,1,0.0,42.07607441911914,42.22986066149095
0.0,1771205069.6634986,756896,131,1,0,1,0.0,42.34542591311529,42.244306317944
0.0,1771205069.6634986,756946,130,1,0,1,0.0,42.27886704613674,42.2481463988543
0.0,1771205069.6634986,756996,129,1,0,1,0.0,42.21179420598497,42.24451117956737
0.36422038078308105,1771205070.027719,757046,126,1,0,1,0.0,42.00741090235126,42.00741090235126
0.36833834648132324,1771205070.031837,757096,130,1,0,1,0.0,42.27886704613674,42.27886704613674
0.36833834648132324,1771205070.031837,757146,133,1,0,1,0.0,42.477032819341716,42.477032819341716
0.36833834648132324,1771205070.031837,757196,129,1,0,1,0.0,42.21179420598497,42.21179420598497
0.36833834648132324,1771205070.031837,757246,127,1,0,1,0.0,42.07607441911914,42.07607441911914
0.36833834648132324,1771205070.031837,757296,127,1,0,1,0.0,42.07607441911914,42.07607441911914
0.36833834648132324,1771205070.031837,757346,135,1,0,1,0.0,42.606675369900124,42.606675369900124
0.36833834648132324,1771205070.031837,757396,131,1,0,1,0.0,42.34542591311529,42.34542591311529
0.36833834648132324,1771205070.031837,757446,129,1,0,1,0.0,42.21179420598497,42.21179420598497
0.36833834648132324,1771205070.031837,757496,126,1,0,1,0.0,42.00741090235126,42.00741090235126
0.5455431938171387,1771205070.2090418,757547,132,1,0,1,0.0,42.411478624117,42.411478624117
0.5455431938171387,1771205070.2090418,757597,131,1,0,1,0.0,42.34542591311529,42.34542591311529
0.5455431938171387,1771205070.2090418,757647,127,1,0,1,0.0,42.07607441911914,42.07607441911914
0.5455431938171387,1771205070.2090418,757747,131,1,0,1,0.0,42.34542591311529,42.34542591311529
0.5455431938171387,1771205070.2090418,757797,136,1,0,1,0.0,42.67077816740435,42.67077816740435
0.5455431938171387,1771205070.2090418,757847,132,1,0,1,0.0,42.411478624117,42.411478624117
0.5890624523162842,1771205070.252561,757897,141,1,0,1,0.0,42.9843822531076,42.9843822531076
0.5890624523162842,1771205070.252561,757947,127,1,0,1,0.0,42.07607441911914,42.07607441911914
0.5890624523162842,1771205070.252561,757997,134,1,0,1,0.0,42.542095967296156,42.542095967296156
0.6943399906158447,1771205070.3578386,758047,130,1,0,1,0.0,42.27886704613674,42.27886704613674
0.941805362701416,1771205070.605304,758147,129,1,0,1,0.0,42.21179420598497,42.21179420598497
0.941805362701416,1771205070.605304,758197,133,1,0,1,0.0,42.477032819341716,42.477032819341716
0.941805362701416,1771205070.605304,758247,131,1,0,1,0.0,42.34542591311529,42.34542591311529
0.9992740154266357,1771205070.6627727,758297,127,1,0,1,0.0,42.07607441911914,42.07607441911914
0.9992740154266357,1771205070.6627727,758347,125,1,0,1,0.0,41.938200260161125,41.938200260161125
0.9992740154266357,1771205070.6627727,758397,131,1,0,1,0.0,42.34542591311529,42.34542591311529
1.1066040992736816,1771205070.7701027,758447,132,1,0,1,0.0,42.411478624117,42.411478624117
1.2004477977752686,1771205070.8639464,758497,128,1,0,1,0.0,42.14419939295737,42.14419939295737
1.2004477977752686,1771205070.8639464,758597,129,1,0,1,0.0,42.21179420598497,42.21179420598497
1.307180404663086,1771205070.970679,758647,134,1,0,1,0.0,42.542095967296156,42.542095967296156
1.5350220203399658,1771205071.1985207,758697,142,1,0,1,0.0,43.045766887661124,43.045766887661124
1.5350220203399658,1771205071.1985207,758747,128,1,0,1,0.0,42.14419939295737,42.14419939295737
1.5350220203399658,1771205071.1985207,758797,131,1,0,1,0.0,42.34542591311529,42.34542591311529
1.5350220203399658,1771205071.1985207,758847,134,1,0,1,0.0,42.542095967296156,42.542095967296156
1.6120259761810303,1771205071.2755246,758947,133,1,0,1,0.0,42.477032819341716,42.477032819341716
1.7134473323822021,1771205071.376946,758998,132,1,0,1,0.0,42.411478624117,42.411478624117
1.7134473323822021,1771205071.376946,759048,134,1,0,1,0.0,42.542095967296156,42.542095967296156
1.7134473323822021,1771205071.376946,759098,132,1,0,1,0.0,42.411478624117,42.411478624117
1.8205621242523193,1771205071.4840608,759148,128,1,0,1,0.0,42.14419939295737,42.14419939295737
1.919628620147705,1771205071.5831273,759198,126,1,0,1,0.0,42.00741090235126,42.00741090235126
2.074958086013794,1771205071.7384567,759248,126,1,0,1,0.0,42.00741090235126,42.00741090235126
2.074958086013794,1771205071.7384567,759298,135,1,0,1,0.0,42.606675369900124,42.606675369900124
2.074958086013794,1771205071.7384567,759348,132,1,0,1,0.0,42.411478624117,42.411478624117
2.074958086013794,1771205071.7384567,759398,129,1,0,1,0.0,42.21179420598497,42.21179420598497
2.1233632564544678,1771205071.786862,759448,127,1,0,1,0.0,42.07607441911914,42.07607441911914
2.230851173400879,1771205071.8943498,759498,138,1,0,1,0.0,42.79758172802473,42.79758172802473
2.230851173400879,1771205071.8943498,759548,129,1,0,1,0.0,42.21179420598497,42.21179420598497
