elapsed_s,unix_ts,arduino_ms,sound_amp,tip_count,last_tip_dt_ms,reed_state,bucket_rate_mm_hr,mic_db_unfiltered,mic_db_filtered
0.0,1770967514.6419928,138162,21,2,421,1,40000.0,26.444385894678387,26.444385894678387
0.1398937702178955,1770967514.7818866,138212,22,2,421,1,0.0,26.848453616444125,26.646419755561254
0.7545201778411865,1770967515.396513,138262,25,2,421,1,0.0,27.958800173440753,27.958800173440753
0.9813594818115234,1770967515.6233523,138312,21,2,421,1,0.0,26.444385894678387,26.444385894678387
1.2035291194915771,1770967515.845522,138362,23,2,421,1,0.0,27.234556720351858,27.234556720351858
1.4205715656280518,1770967516.0625644,138412,23,2,421,1,0.0,27.234556720351858,27.234556720351858
1.6247267723083496,1770967516.2667196,138462,28,2,421,1,0.0,28.943160626844385,28.943160626844385
1.8138048648834229,1770967516.4557977,138562,19,2,421,1,0.0,25.575072019056577,25.575072019056577
2.060206890106201,1770967516.7021997,138612,23,2,421,1,0.0,27.234556720351858,27.234556720351858
2.291067361831665,1770967516.9330602,138662,24,2,421,1,0.0,27.60422483423212,27.60422483423212
2.4839234352111816,1770967517.1259162,138712,22,2,421,1,0.0,26.848453616444125,26.848453616444125
2.651207685470581,1770967517.2932005,138762,24,2,421,1,0.0,27.60422483423212,27.60422483423212
2.814913749694824,1770967517.4569066,138812,24,2,421,1,0.0,27.60422483423212,27.60422483423212
2.9810738563537598,1770967517.6230667,138862,23,2,421,1,0.0,27.234556720351858,27.234556720351858
3.150768756866455,1770967517.7927616,138912,22,2,421,1,0.0,26.848453616444125,26.848453616444125
3.319838762283325,1770967517.9618316,138962,23,2,421,1,0.0,27.234556720351858,27.234556720351858
3.485426187515259,1770967518.127419,139012,21,2,421,1,0.0,26.444385894678387,26.444385894678387
3.630415678024292,1770967518.2724085,139062,22,2,421,1,0.0,26.848453616444125,26.848453616444125
3.775987148284912,1770967518.41798,139112,23,2,421,1,0.0,27.234556720351858,27.234556720351858
3.9260334968566895,1770967518.5680263,139162,23,2,421,1,0.0,27.234556720351858,27.234556720351858
4.090724229812622,1770967518.732717,139212,22,2,421,1,0.0,26.848453616444125,26.848453616444125
4.255697250366211,1770967518.89769,139262,22,2,421,1,0.0,26.848453616444125,26.848453616444125
4.430845737457275,1770967519.0728385,139312,23,2,421,1,0.0,27.234556720351858,27.234556720351858
4.668470621109009,1770967519.3104634,139362,23,2,421,1,0.0,27.234556720351858,27.234556720351858
4.93608021736145,1770967519.578073,139412,23,2,421,1,0.0,27.234556720351858,27.234556720351858
5.207079172134399,1770967519.849072,139462,18,2,421,1,0.0,25.105450102066122,25.105450102066122
5.53104043006897,1770967520.1730332,139512,23,2,421,1,0.0,27.234556720351858,27.234556720351858
5.845036268234253,1770967520.487029,139563,28,2,421,1,0.0,28.943160626844385,28.943160626844385
6.189694881439209,1770967520.8316877,139613,24,2,421,1,0.0,27.60422483423212,27.60422483423212
6.543190956115723,1770967521.1851838,139663,20,2,421,1,0.0,26.020599913279625,26.020599913279625
6.905282497406006,1770967521.5472753,139713,23,2,421,1,0.0,27.234556720351858,27.234556720351858
7.232166767120361,1770967521.8741596,139763,24,2,421,1,0.0,27.60422483423212,27.60422483423212
7.2487571239471436,1770967521.89075,139813,24,2,421,1,0.0,27.60422483423212,27.60422483423212
7.8947789669036865,1770967522.5367718,139863,23,2,421,1,0.0,27.234556720351858,27.234556720351858
7.929733037948608,1770967522.5717258,139913,24,2,421,1,0.0,27.60422483423212,27.60422483423212
9.052446603775024,1770967523.6944394,139963,23,2,421,1,0.0,27.234556720351858,27.234556720351858
9.542059421539307,1770967524.1840522,140013,22,2,421,1,0.0,26.848453616444125,26.848453616444125
10.16041898727417,1770967524.8024118,140063,23,2,421,1,0.0,27.234556720351858,27.234556720351858
10.274065971374512,1770967524.9160588,140113,23,2,421,1,0.0,27.234556720351858,27.234556720351858
10.746740102767944,1770967525.388733,140163,22,2,421,1,0.0,26.848453616444125,26.848453616444125
10.766096830368042,1770967525.4080896,140213,21,2,421,1,0.0,26.444385894678387,26.444385894678387
11.331102132797241,1770967525.973095,140263,21,2,421,1,0.0,26.444385894678387,26.444385894678387
11.738207817077637,1770967526.3802006,140313,20,2,421,1,0.0,26.020599913279625,26.020599913279625
12.384907960891724,1770967527.0269008,140363,23,2,421,1,0.0,27.234556720351858,27.234556720351858
12.834618091583252,1770967527.476611,140413,22,2,421,1,0.0,26.848453616444125,26.848453616444125
13.437085628509521,1770967528.0790784,140463,25,2,421,1,0.0,27.958800173440753,27.958800173440753
14.043112754821777,1770967528.6851056,140513,21,2,421,1,0.0,26.444385894678387,26.444385894678387
14.711612462997437,1770967529.3536053,140563,20,2,421,1,0.0,26.020599913279625,26.020599913279625
15.487183570861816,1770967530.1291764,140613,22,2,421,1,0.0,26.848453616444125,26.848453616444125
16.294304847717285,1770967530.9362977,140663,24,2,421,1,0.0,27.60422483423212,27.60422483423212
16.75744938850403,1770967531.3994422,140713,23,2,421,1,0.0,27.234556720351858,27.234556720351858
17.222134828567505,1770967531.8641276,140763,19,2,421,1,0.0,25.575072019056577,25.575072019056577
17.659982919692993,1770967532.3019757,140813,18,2,421,1,0.0,25.105450102066122,25.105450102066122
