elapsed_s,unix_ts,arduino_ms,sound_amp,tip_count,last_tip_dt_ms,reed_state,bucket_rate_mm_hr,mic_db_unfiltered,mic_db_filtered
0.0,1771211822.5914612,2783978,3,17,983628,1,40000.0,9.542425094393248,0.47712125471966244
0.0,1771211822.5914612,2784028,5,17,983628,1,0.0,13.979400086720377,0.47712125471966244
0.0,1771211822.5914612,2784078,2,17,983628,1,0.0,6.020599913279624,0.47712125471966244
0.0,1771211822.5914612,2784128,4,17,983628,1,0.0,12.041199826559248,0.47712125471966244
0.0,1771211822.5914612,2784228,6,17,983628,1,0.0,15.563025007672874,0.47712125471966244
0.004238605499267578,1771211822.5956998,2784278,2,17,983628,1,0.0,6.020599913279624,0.47712125471966244
0.0045549869537353516,1771211822.5960162,2784328,5,17,983628,1,0.0,13.979400086720377,0.47712125471966244
0.0045549869537353516,1771211822.5960162,2784378,2,17,983628,1,0.0,6.020599913279624,0.47712125471966244
0.0045549869537353516,1771211822.5960162,2784428,4,17,983628,1,0.0,12.041199826559248,0.47712125471966244
0.005137205123901367,1771211822.5965984,2784478,3,17,983628,1,0.0,9.542425094393248,0.4771212547196624
0.22048568725585938,1771211822.8119469,2784528,5,17,983628,1,0.0,13.979400086720377,0.47712125471966244
0.22048568725585938,1771211822.8119469,2784578,2,17,983628,1,0.0,6.020599913279624,0.47712125471966244
0.22048568725585938,1771211822.8119469,2784628,2,17,983628,1,0.0,6.020599913279624,0.47712125471966244
0.22048568725585938,1771211822.8119469,2784678,2,17,983628,1,0.0,6.020599913279624,0.47712125471966244
0.22144699096679688,1771211822.8129082,2784728,6,17,983628,1,0.0,15.563025007672874,0.47712125471966244
0.22144699096679688,1771211822.8129082,2784778,3,17,983628,1,0.0,9.542425094393248,0.47712125471966244
0.22144699096679688,1771211822.8129082,2784828,3,17,983628,1,0.0,9.542425094393248,0.47712125471966244
0.22144699096679688,1771211822.8129082,2784878,5,17,983628,1,0.0,13.979400086720377,0.47712125471966244
0.22244787216186523,1771211822.813909,2784928,2,17,983628,1,0.0,6.020599913279624,0.47712125471966244
0.22290563583374023,1771211822.8143668,2784978,4,17,983628,1,0.0,12.041199826559248,0.47712125471966244
0.2966434955596924,1771211822.8881047,2785028,4,17,983628,1,0.0,12.041199826559248,0.47712125471966244
0.2966434955596924,1771211822.8881047,2785078,4,17,983628,1,0.0,12.041199826559248,0.47712125471966244
0.2966434955596924,1771211822.8881047,2785128,5,17,983628,1,0.0,13.979400086720377,0.47712125471966244
0.30066800117492676,1771211822.8921292,2785178,11,17,983628,1,0.0,20.827853703164504,0.47712125471966244
0.30066800117492676,1771211822.8921292,2785228,9,17,983628,1,0.0,19.084850188786497,0.47712125471966244
0.30066800117492676,1771211822.8921292,2785278,5,17,983628,1,0.0,13.979400086720377,0.47712125471966244
0.30066800117492676,1771211822.8921292,2785328,5,17,983628,1,0.0,13.979400086720377,0.47712125471966244
0.30066800117492676,1771211822.8921292,2785428,5,17,983628,1,0.0,13.979400086720377,0.47712125471966244
0.30066800117492676,1771211822.8921292,2785478,6,17,983628,1,0.0,15.563025007672874,0.47712125471966244
0.30066800117492676,1771211822.8921292,2785528,14,17,983628,1,0.0,22.92256071356476,0.47712125471966244
0.38412928581237793,1771211822.9755905,2785579,7,17,983628,1,0.0,16.901960800285135,10.672821851367358
0.38412928581237793,1771211822.9755905,2785629,4,17,983628,1,0.0,12.041199826559248,10.741240750126952
0.3851304054260254,1771211822.9765916,2785679,5,17,983628,1,0.0,13.979400086720377,10.903148716956622
0.3851304054260254,1771211822.9765916,2785729,12,17,983628,1,0.0,21.5836249209525,11.437172527156415
0.3851304054260254,1771211822.9765916,2785779,3,17,983628,1,0.0,9.542425094393248,11.342435155518256
0.3851304054260254,1771211822.9765916,2785829,4,17,983628,1,0.0,12.041199826559248,11.377373389070305
0.3851304054260254,1771211822.9765916,2785879,3,17,983628,1,0.0,9.542425094393248,11.285625974336453
0.3861231803894043,1771211822.9775844,2785929,4,17,983628,1,0.0,12.041199826559248,11.323404666947592
0.3861231803894043,1771211822.9775844,2786029,5,17,983628,1,0.0,13.979400086720377,11.456204437936231
0.3861231803894043,1771211822.9775844,2786079,10,17,983628,1,0.0,20.0,11.883394216039418
0.4624061584472656,1771211823.0538673,2786129,9,17,983628,1,0.0,19.084850188786497,12.243467014676773
0.4624061584472656,1771211823.0538673,2786179,6,17,983628,1,0.0,15.563025007672874,12.409444914326578
0.4624061584472656,1771211823.0538673,2786229,3,17,983628,1,0.0,9.542425094393248,12.26609392332991
0.46392059326171875,1771211823.0553818,2786279,5,17,983628,1,0.0,13.979400086720377,12.351759231499432
0.46392059326171875,1771211823.0553818,2786329,3,17,983628,1,0.0,9.542425094393248,12.211292524644122
0.46392059326171875,1771211823.0553818,2786379,6,17,983628,1,0.0,15.563025007672874,12.378879148795559
0.4647073745727539,1771211823.0561686,2786429,3,17,983628,1,0.0,9.542425094393248,12.237056446075442
0.4931607246398926,1771211823.084622,2786479,7,17,983628,1,0.0,16.901960800285135,12.470301663785927
0.5953195095062256,1771211823.1867807,2786529,4,17,983628,1,0.0,12.041199826559248,12.448846571924593
0.5953195095062256,1771211823.1867807,2786579,5,17,983628,1,0.0,13.979400086720377,12.52537424766438
0.667046070098877,1771211823.2585073,2786629,3,17,983628,1,0.0,9.542425094393248,12.376226790000823
0.6955373287200928,1771211823.2869985,2786679,4,17,983628,1,0.0,12.041199826559248,12.359475441828744
0.8014934062957764,1771211823.3929546,2786729,3,17,983628,1,0.0,9.542425094393248,12.21862292445697
