elapsed_s,unix_ts,arduino_ms,sound_amp,tip_count,last_tip_dt_ms,reed_state,bucket_rate_mm_hr,mic_db_unfiltered,mic_db_filtered
0.0,1771546516.9876032,173060,20,0,0,1,0.0,26.020599913279625,0.26020599913279624
0.0,1771546516.9876032,173093,22,0,0,1,0.0,26.848453616444125,0.5260884753059095
0.0,1771546516.9876032,173126,24,0,0,1,0.0,27.60422483423212,0.7968698388951716
0.0,1771546516.9876032,173159,18,0,0,1,0.0,25.105450102066122,1.0399556415268811
0.0,1771546516.9876032,173192,22,0,0,1,0.0,26.848453616444125,1.2980406212760536
0.0038900375366210938,1771546516.9914932,173225,18,0,0,1,0.0,25.105450102066122,1.5361147160839543
0.0038900375366210938,1771546516.9914932,173258,17,0,0,1,0.0,24.60897842756548,1.7668433531987697
0.0038900375366210938,1771546516.9914932,173291,19,0,0,1,0.0,25.575072019056577,2.0049256398573476
0.004423856735229492,1771546516.992027,173324,22,0,0,1,0.0,26.848453616444125,2.2533609196232156
0.004423856735229492,1771546516.992027,173357,21,0,0,1,0.0,26.444385894678387,2.4952711693737673
0.004423856735229492,1771546516.992027,173390,18,0,0,1,0.0,25.105450102066122,2.721372958700691
0.05662393569946289,1771546517.0442271,173423,24,0,0,1,0.0,27.60422483423212,2.9702014774560053
0.05662393569946289,1771546517.0442271,173456,21,0,0,1,0.0,26.444385894678387,3.204943321628229
0.05662393569946289,1771546517.0442271,173489,21,0,0,1,0.0,26.444385894678387,3.4373377473587308
0.16015982627868652,1771546517.147763,173522,25,0,0,1,0.0,27.958800173440753,3.682552371619551
0.16015982627868652,1771546517.147763,173555,23,0,0,1,0.0,27.234556720351858,3.9180724151068738
0.16015982627868652,1771546517.147763,173588,18,0,0,1,0.0,25.105450102066122,4.129946191976466
0.262115478515625,1771546517.2497187,173654,25,0,0,1,0.0,27.958800173440753,4.368234731791109
0.262115478515625,1771546517.2497187,173687,23,0,0,1,0.0,27.234556720351858,4.596897951676716
0.36444664001464844,1771546517.3520498,173720,20,0,0,1,0.0,26.020599913279625,4.811134971292745
0.36539649963378906,1771546517.3529997,173753,28,0,0,1,0.0,28.943160626844385,5.052455227848261
0.36539649963378906,1771546517.3529997,173786,22,0,0,1,0.0,26.848453616444125,5.270415211734219
0.4671621322631836,1771546517.4547653,173852,19,0,0,1,0.0,25.575072019056577,5.473461779807443
0.4671621322631836,1771546517.4547653,173885,19,0,0,1,0.0,25.575072019056577,5.674477882199934
0.5688731670379639,1771546517.5564764,173918,22,0,0,1,0.0,26.848453616444125,5.886217639542377
0.5688731670379639,1771546517.5564764,173952,22,0,0,1,0.0,26.848453616444125,6.095839999311394
0.5698802471160889,1771546517.5574834,173985,21,0,0,1,0.0,26.444385894678387,6.299325458265065
0.6704292297363281,1771546517.6580324,174018,23,0,0,1,0.0,27.234556720351858,6.5086777708859325
0.6704292297363281,1771546517.6580324,174051,22,0,0,1,0.0,26.848453616444125,6.712075529341515
0.6704292297363281,1771546517.6580324,174084,19,0,0,1,0.0,25.575072019056577,6.900705494238665
0.6704292297363281,1771546517.6580324,174117,22,0,0,1,0.0,26.848453616444125,7.10018297546072
0.7740037441253662,1771546517.761607,174150,19,0,0,1,0.0,25.575072019056577,7.284931865896679
