elapsed_s,unix_ts,arduino_ms,sound_amp,tip_count,last_tip_dt_ms,reed_state,bucket_rate_mm_hr,mic_db_unfiltered,mic_db_filtered,tip_interval_s,tip_valid,bucket_intensity_mm_hr,saturation_flag,interval_rms,calib_pair_used,pair_quality_reason,intensity_mic_mm_hr,intensity_fused_mm_hr,intensity_mode
0.0,1773032141.9006958,15569648,13,4,3161773,1,0.03814315575469839,22.278867046136735,0.22278867046136736,3161.773,True,0.03814315575469839,False,0.0,False,too_few_samples,0.0,0.03814315575469839,UNCALIBRATED
0.049,1773032141.9496958,15569697,19,4,3161773,1,0.0,25.575072019056577,0.22278867046136736,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.099,1773032141.9996958,15569747,13,4,3161773,1,0.0,22.278867046136735,0.22278867046136736,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.15,1773032142.050696,15569798,14,4,3161773,1,0.0,22.92256071356476,0.22278867046136738,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.2,1773032142.1006958,15569848,13,4,3161773,1,0.0,22.278867046136735,0.22278867046136736,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.249,1773032142.1496959,15569897,13,4,3161773,1,0.0,22.278867046136735,0.22278867046136736,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.299,1773032142.1996958,15569947,12,4,3161773,1,0.0,21.5836249209525,0.22278867046136738,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.349,1773032142.2496958,15569997,16,4,3161773,1,0.0,24.082399653118497,0.22278867046136736,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.4,1773032142.300696,15570048,17,4,3161773,1,0.0,24.60897842756548,1.9979240107280376,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.449,1773032142.3496957,15570097,14,4,3161773,1,0.0,22.92256071356476,2.207170377756405,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.499,1773032142.3996959,15570147,13,4,3161773,1,0.0,22.278867046136735,2.407887344440208,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.549,1773032142.4496958,15570197,14,4,3161773,1,0.0,22.92256071356476,2.6130340781314536,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.599,1773032142.4996958,15570247,17,4,3161773,1,0.0,24.60897842756548,2.8329935216257938,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.648,1773032142.5486958,15570296,14,4,3161773,1,0.0,22.92256071356476,3.0338891935451833,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.699,1773032142.5996957,15570347,14,4,3161773,1,0.0,22.92256071356476,3.232775908745379,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.749,1773032142.6496959,15570397,13,4,3161773,1,0.0,22.278867046136735,3.4232368201192926,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.799,1773032142.6996958,15570447,16,4,3161773,1,0.0,24.082399653118497,3.6298284484492847,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.848,1773032142.7486959,15570496,14,4,3161773,1,0.0,22.92256071356476,3.8227557711004394,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.898,1773032142.7986958,15570546,12,4,3161773,1,0.0,21.5836249209525,4.00036446259896,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.948,1773032142.8486958,15570596,12,4,3161773,1,0.0,21.5836249209525,4.176197067182496,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
0.999,1773032142.8996959,15570647,14,4,3161773,1,0.0,22.92256071356476,4.363660703646319,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
1.048,1773032142.948696,15570696,15,4,3161773,1,0.0,23.521825181113627,4.555242348420992,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
1.098,1773032142.9986959,15570746,16,4,3161773,1,0.0,24.082399653118497,4.7505139214679675,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
1.148,1773032143.0486958,15570796,11,4,3161773,1,0.0,20.827853703164504,4.9112873192849325,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
1.198,1773032143.0986958,15570846,18,4,3161773,1,0.0,25.105450102066122,5.113228947112744,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
1.247,1773032143.1476958,15570895,15,4,3161773,1,0.0,23.521825181113627,5.297314909452752,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
1.298,1773032143.198696,15570946,16,4,3161773,1,0.0,24.082399653118497,5.48516575688941,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
1.348,1773032143.2486959,15570996,14,4,3161773,1,0.0,22.92256071356476,5.659539706456164,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
1.398,1773032143.2986958,15571046,18,4,3161773,1,0.0,25.105450102066122,5.853998810412264,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
1.447,1773032143.3476958,15571095,14,4,3161773,1,0.0,22.92256071356476,6.02468442944379,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
1.497,1773032143.3976958,15571145,12,4,3161773,1,0.0,21.5836249209525,6.180273834358877,0.0,False,0.0,False,0.0,False,,0.0,0.0,UNCALIBRATED
